ordering,code,name,category_code,short_name,sample_type,home_collection_possible,tat_hours_default,is_active
490,RAD-MAMMOGRAPHY,Mammography,MAMMO,Mammography,None,false,24,true
500,RAD-BMD,Bone Mineral Density,BMD,BMD,None,false,24,true
510,RAD-FIBROSCAN,Fibroscan Liver,FIBROSCAN,Fibroscan,None,false,24,true
520,RAD-PETCT,PET CT Whole Body,PETCT,PET CT,None,false,72,true

530,RAD-HSG,Hysterosalpingography,HSG,HSG,None,false,24,true
540,RAD-IVP,Intravenous Pyelography,XRAY,IVP,None,false,24,true
550,RAD-MCU,Micturating Cystourethrogram,XRAY,MCU,None,false,24,true
560,RAD-BARIUM-SWALLOW,Barium Swallow Study,XRAY,Barium Swallow,None,false,24,true
570,RAD-BARIUM-MEAL,Barium Meal Study,XRAY,Barium Meal,None,false,24,true

580,RAD-OBS-GROWTHSCAN,Growth Scan Pregnancy,USG,Growth Scan,None,false,12,true
590,RAD-OBS-BPP,Biophysical Profile Scan,USG,BPP,None,false,12,true
600,RAD-OBS-FETAL-ECHO,Fetal Echocardiography,FETAL,Fetal Echo,None,false,24,true

610,RAD-USG-HIP-INFANT,Infant Hip Ultrasound,USG,Infant Hip USG,None,false,12,true
620,RAD-USG-CRANIUM,Neurosonography Infant,USG,Neurosonography,None,false,12,true

630,RAD-USG-PROSTATE,Ultrasound Prostate,USG,USG Prostate,None,false,12,true
640,RAD-USG-TRANSRECTAL,Transrectal Ultrasound,USG,TRUS,None,false,12,true

650,RAD-DENTAL-OPG,OPG Dental X-Ray,DENTAL,OPG,None,false,6,true
660,RAD-DENTAL-CEPH,Cephalometric X-Ray,DENTAL,Ceph,None,false,6,true

670,RAD-CHEST-PA,X-Ray Chest PA,XRAY,Chest PA,None,false,6,true
680,RAD-CHEST-AP,X-Ray Chest AP,XRAY,Chest AP,None,false,6,true
690,RAD-XRAY-ANKLE,X-Ray Ankle,XRAY,XR Ankle,None,false,6,true
700,RAD-XRAY-ELBOW,X-Ray Elbow,XRAY,XR Elbow,None,false,6,true
710,RAD-XRAY-WRIST,X-Ray Wrist,XRAY,XR Wrist,None,false,6,true
720,RAD-XRAY-HIP,X-Ray Hip Joint,XRAY,XR Hip,None,false,6,true
730,RAD-XRAY-FEMUR,X-Ray Femur,XRAY,XR Femur,None,false,6,true
740,RAD-XRAY-TIBIA,X-Ray Tibia Fibula,XRAY,XR Tibia,None,false,6,true

750,RAD-USG-DVT,DVT Doppler Study,DOPPLER,DVT Doppler,None,false,24,true
760,RAD-USG-PORTALDOPPLER,Portal Venous Doppler,DOPPLER,Portal Doppler,None,false,24,true
770,RAD-USG-OBS-DOPPLER,Obstetric Doppler Study,DOPPLER,Obs Doppler,None,false,24,true

780,RAD-CT-FACE,CT Face,CT,CT Face,None,false,24,true
790,RAD-CT-NECK,CT Neck,CT,CT Neck,None,false,24,true
800,RAD-CT-PELVIS,CT Pelvis,CT,CT Pelvis,None,false,24,true

810,RAD-MRI-HIP,MRI Hip Joint,MRI,MRI Hip,None,false,48,true
820,RAD-MRI-FOOT,MRI Foot,MRI,MRI Foot,None,false,48,true
830,RAD-MRI-HAND,MRI Hand,MRI,MRI Hand,None,false,48,true
840,RAD-MRI-TMJ,MRI TM Joint,MRI,MRI TMJ,None,false,48,true
